output/traj10_set0_rep0_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set8_rep4_counts.csv:1283,8640,813,24,13,34,41,1255,499,0.49528095424214486,0.9983449397497702,0.7652811258924203,0.6484285574968031
output/traj15_set8_rep4_counts.csv:1466,8640,812,27,16,34,24,1294,548,0.4830898025803973,0.9984552770997859,0.7508477939055213,0.644309911337805
output/traj15_set8_rep4_counts.csv:1649,8640,851,23,24,46,37,1235,515,0.4983234455784488,0.998786289149832,0.7831466040902635,0.6370632449505592
output/traj15_set8_rep4_counts.csv:1832,8640,838,18,29,39,40,1237,526,0.4771251893621652,0.9990018127180318,0.7575892162696447,0.6304764158739582
output/traj15_set8_rep5_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set8_rep5_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set8_rep5_counts.csv:183,8640,856,29,26,26,32,1305,510,0.5249994984218238,0.9976829156496786,0.728223455987842,0.7226587174731216
output/traj15_set8_rep5_counts.csv:366,8640,920,19,32,29,42,1293,547,0.529501953849645,0.998234602399755,0.7506941543791862,0.706526900467708
output/traj15_set8_rep5_counts.csv:550,8640,773,37,13,39,28,1281,525,0.5264032891777497,0.9991173011998777,0.7587909890271565,0.6944986533352595
output/traj15_set8_rep5_counts.csv:733,8640,864,24,30,32,34,1293,529,0.4831081740216361,0.9982346023997553,0.7171622927919177,0.6748963822725866
output/traj15_set8_rep5_counts.csv:916,8640,976,24,25,26,42,1293,509,0.49863401349715464,0.99812426504974,0.7498062619970858,0.6663345475943225
output/traj15_set8_rep5_counts.csv:1099,8640,838,28,18,34,34,1261,508,0.5104275771926567,0.9985656144498011,0.7721321345540928,0.662009784507276
output/traj15_set8_rep5_counts.csv:1283,8640,872,23,19,36,37,1279,550,0.4589678572516276,0.998786289149832,0.701024563739876,0.6555168639888866
output/traj15_set8_rep5_counts.csv:1466,8640,798,23,33,29,25,1214,481,0.47931124584469337,0.9986759517998166,0.7526897623138519,0.6376406671525087
output/traj15_set8_rep5_counts.csv:1649,8640,940,34,34,39,38,1180,518,0.46077470838167844,0.9991173011998777,0.7295234541037052,0.632193912783338
output/traj15_set8_rep5_counts.csv:1832,8640,768,22,27,32,30,1336,523,0.4322669313613733,0.9984552770997859,0.68976584740607,0.6276765716785278
output/traj15_set8_rep6_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set8_rep6_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set8_rep6_counts.csv:183,8640,854,19,18,29,30,1241,503,0.5380112688479146,0.998896626499847,0.7451718997627877,0.7227685899684444
output/traj15_set8_rep6_counts.csv:366,8640,896,32,30,41,31,1278,467,0.47484958446308395,0.9990069638498623,0.6725994436275177,0.706562563335054
output/traj15_set8_rep6_counts.csv:550,8640,755,23,26,30,29,1252,518,0.5343303437344544,0.9979035903497093,0.7788204773499947,0.6878058619172259
output/traj15_set8_rep6_counts.csv:733,8640,861,34,17,34,33,1258,543,0.5163853216893408,0.997793252999694,0.7520482299250757,0.6881001164531566
output/traj15_set8_rep6_counts.csv:916,8640,860,27,23,48,32,1242,489,0.5232239664772408,0.9986759517998166,0.782818223119673,0.6693164207285159
output/traj15_set8_rep6_counts.csv:1099,8640,802,21,36,28,31,1264,469,0.4835718450396307,0.9985656144498013,0.7360067213018048,0.6579473201978947
output/traj15_set8_rep6_counts.csv:1283,8640,822,15,24,42,31,1273,514,0.4549818613215268,0.9981242650497397,0.7010217830787511,0.6504146762986323
output/traj15_set8_rep6_counts.csv:1466,8640,820,19,30,39,30,1256,536,0.4775633914660545,0.9974622409496482,0.753076903817766,0.6360013615160139
output/traj15_set8_rep6_counts.csv:1649,8640,838,30,16,33,34,1193,501,0.4868085846667023,0.997793252999694,0.7886564266041527,0.6187891462594579
output/traj15_set8_rep6_counts.csv:1832,8640,781,33,28,34,27,1267,483,0.4408442843193801,0.9976829156496786,0.7219094498958146,0.6121604007139644
output/traj15_set8_rep7_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set8_rep7_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set8_rep7_counts.csv:183,8640,834,32,13,27,41,1293,540,0.519853612858528,0.997793252999694,0.7219551162571625,0.7216421209061837
output/traj15_set8_rep7_counts.csv:366,8640,869,26,25,41,30,1252,479,0.535803781635349,0.9981242650497397,0.7604445215524386,0.705840880250281
output/traj15_set8_rep7_counts.csv:550,8640,831,20,26,28,26,1221,512,0.5155629647516597,0.997793252999694,0.7534754148692046,0.6857826282343314
output/traj15_set8_rep7_counts.csv:733,8640,860,27,28,34,34,1269,482,0.5173887940685453,0.9986759517998164,0.766560873447688,0.6757789263005715
output/traj15_set8_rep7_counts.csv:916,8640,856,27,23,41,46,1308,519,0.5117224517730483,0.997793252999694,0.76872674826311,0.6671610941980107
output/traj15_set8_rep7_counts.csv:1099,8640,838,25,21,31,38,1206,498,0.502972910508936,0.9983449397497702,0.7596634554371988,0.6631807410951734
output/traj15_set8_rep7_counts.csv:1283,8640,801,33,25,41,26,1230,502,0.4835835095185351,0.9988966264998472,0.7463448349755641,0.6486878061556438
output/traj15_set8_rep7_counts.csv:1466,8640,795,24,26,34,28,1257,499,0.5016542199926693,0.9985656144498009,0.7813689042704218,0.6428810005046974
output/traj15_set8_rep7_counts.csv:1649,8640,765,22,26,27,28,1241,523,0.4995499682935135,0.9980139276997247,0.7887913292322486,0.6345362838035399
output/traj15_set8_rep7_counts.csv:1832,8640,868,18,27,38,32,1241,490,0.5115142145273686,0.9973519035996331,0.8174825019927279,0.6273786082252235
output/traj15_set8_rep8_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set8_rep8_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set8_rep8_counts.csv:183,8640,852,30,24,36,35,1264,560,0.5077618163836054,0.998234602399755,0.7049847146163919,0.7215293706178453
output/traj15_set8_rep8_counts.csv:366,8640,835,32,29,41,39,1217,565,0.49450111132610375,0.9986759517998164,0.7068147588259044,0.7006382666089972
output/traj15_set8_rep8_counts.csv:550,8640,917,25,24,42,32,1277,509,0.5215688635098779,0.9986759517998166,0.7675332279137115,0.6805070301389357
output/traj15_set8_rep8_counts.csv:733,8640,785,29,25,28,31,1374,525,0.48264411000928564,0.9983449397497705,0.7136668160843189,0.6774328024275086
output/traj15_set8_rep8_counts.csv:916,8640,816,29,20,43,37,1217,494,0.5249579259824878,0.997793252999694,0.7891254279653983,0.6666266353589423
output/traj15_set8_rep8_counts.csv:1099,8640,812,23,30,33,28,1277,504,0.47941240864427986,0.9986759517998162,0.7342455324016597,0.6538420174997323
output/traj15_set8_rep8_counts.csv:1283,8640,895,19,33,36,38,1260,508,0.4662243207150298,0.998896626499847,0.715800779367316,0.6520459309879996
output/traj15_set8_rep8_counts.csv:1466,8640,842,30,27,42,34,1203,509,0.4975083192932796,0.9987862891498316,0.7707168874250964,0.6463960676717174
output/traj15_set8_rep8_counts.csv:1649,8640,835,20,13,27,39,1213,498,0.4752124699355518,0.9981242650497397,0.7448781894682311,0.6391109142433958
output/traj15_set8_rep8_counts.csv:1832,8640,809,25,13,40,31,1232,521,0.44972409891645854,0.9974622409496482,0.7143604555892401,0.6312581156547522
output/traj15_set8_rep9_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set8_rep9_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set8_rep9_counts.csv:183,8640,815,27,19,35,39,1268,513,0.4995630384326923,0.9976829156496788,0.69246570240342,0.7232169071153529
output/traj15_set8_rep9_counts.csv:366,8640,820,22,22,38,37,1233,539,0.47488019897183836,0.9990069638498623,0.6708724968067696,0.7085983500283046
output/traj15_set8_rep9_counts.csv:550,8640,772,35,25,33,32,1317,462,0.5157830596610552,0.9983449397497705,0.7460577726652542,0.6924639857136292
output/traj15_set8_rep9_counts.csv:733,8640,829,29,19,42,31,1333,465,0.48422958724179993,0.9981242650497397,0.704852258153968,0.6883370451027004
output/traj15_set8_rep9_counts.csv:916,8640,858,32,26,35,26,1267,474,0.4440903543314158,0.9985656144498013,0.6616010309897488,0.672355423248294
output/traj15_set8_rep9_counts.csv:1099,8640,828,29,30,34,27,1248,513,0.4553237153181596,0.9986759517998166,0.6871023286584446,0.6634962057259773
output/traj15_set8_rep9_counts.csv:1283,8640,882,21,20,32,39,1302,516,0.5132699596239934,0.997682915649679,0.7815319147129989,0.658164887864615
output/traj15_set8_rep9_counts.csv:1466,8640,804,30,25,34,43,1255,543,0.48557193026123296,0.9979035903497089,0.7500928821914263,0.6488527434216071
output/traj15_set8_rep9_counts.csv:1649,8640,863,22,28,19,30,1223,535,0.47896360646110514,0.9976829156496786,0.7456841604055183,0.6437623331634026
output/traj15_set8_rep9_counts.csv:1832,8640,897,18,31,41,34,1221,489,0.4362705078868858,0.9980139276997247,0.6872972317420765,0.6360944796439337
output/traj15_set9_rep0_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set9_rep0_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set9_rep0_counts.csv:183,8640,893,31,29,33,32,1252,486,0.545654096736789,0.9973519035996329,0.7587016300174906,0.7211162097383114
output/traj15_set9_rep0_counts.csv:366,8640,825,31,48,30,27,1339,517,0.5205527644188769,0.9986759517998162,0.7400380675756595,0.7043270876925162
output/traj15_set9_rep0_counts.csv:550,8640,803,28,28,26,24,1280,503,0.513962737393886,0.9975725782996636,0.7440313215859768,0.692468422856488
output/traj15_set9_rep0_counts.csv:733,8640,893,32,33,32,39,1302,519,0.5088369743283633,0.9983449397497705,0.744090447237577,0.6850014059290928
output/traj15_set9_rep0_counts.csv:916,8640,829,35,23,39,36,1262,476,0.47261629125205923,0.9979035903497093,0.6967535792230024,0.6797297988763534
output/traj15_set9_rep0_counts.csv:1099,8640,850,33,35,39,29,1296,553,0.5120288029817448,0.99812426504974,0.7666933548863891,0.6691507138509359
output/traj15_set9_rep0_counts.csv:1283,8640,870,38,36,33,35,1189,532,0.4782775467995013,0.9986759517998164,0.7203381953416681,0.6648596490521073
output/traj15_set9_rep0_counts.csv:1466,8640,832,31,29,31,34,1236,485,0.4881728383207203,0.997793252999694,0.733431760587387,0.6669804885366925
output/traj15_set9_rep0_counts.csv:1649,8640,844,35,30,29,35,1283,484,0.5146447762098925,0.9984552770997859,0.7928219603220563,0.6501194067583353
output/traj15_set9_rep0_counts.csv:1832,8640,820,31,28,39,27,1230,526,0.45866128617394974,0.9987862891498316,0.7058048139567505,0.6507249189970785
output/traj15_set9_rep1_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set9_rep1_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set9_rep1_counts.csv:183,8640,829,34,24,43,27,1229,521,0.5124279460645181,0.9990069638498623,0.7085595561345479,0.7239520063570247
output/traj15_set9_rep1_counts.csv:366,8640,895,33,33,41,37,1271,493,0.5508986287162753,0.9983449397497705,0.7772743507790472,0.7098232896242527
output/traj15_set9_rep1_counts.csv:550,8640,859,36,31,29,34,1242,547,0.5093584079977039,0.99812426504974,0.7327583747245218,0.6965416498766287
output/traj15_set9_rep1_counts.csv:733,8640,845,38,27,32,40,1200,532,0.5056287411475868,0.9984552770997859,0.7395406783266509,0.6846231282864391
output/traj15_set9_rep1_counts.csv:916,8640,902,37,36,55,40,1274,501,0.5057039572835825,0.9975725782996632,0.7618464623764359,0.6652446818768705
output/traj15_set9_rep1_counts.csv:1099,8640,940,40,31,42,28,1187,514,0.4911577373929752,0.998234602399755,0.7428085781027406,0.6624600038679677
output/traj15_set9_rep1_counts.csv:1283,8640,882,28,32,42,37,1269,508,0.4762670096419662,0.9984552770997854,0.7323852464275328,0.6513606634260668
output/traj15_set9_rep1_counts.csv:1466,8640,873,38,37,43,31,1251,491,0.5283615530891814,0.9982346023997553,0.8161011924528815,0.6485848457932782
output/traj15_set9_rep1_counts.csv:1649,8640,804,44,28,34,31,1225,485,0.5084260174649005,0.9983449397497705,0.7958285625439581,0.6398833485502403
output/traj15_set9_rep1_counts.csv:1832,8640,906,38,43,24,18,1269,546,0.5119409826650567,0.9981242650497402,0.8102633042536191,0.6330203747488119
output/traj15_set9_rep2_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set9_rep2_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set9_rep2_counts.csv:183,8640,840,33,37,40,29,1274,515,0.5168054114858222,0.9971312288996023,0.7171306954989208,0.7225832491434536
output/traj15_set9_rep2_counts.csv:366,8640,880,30,26,37,41,1274,505,0.5576769471512688,0.9984552770997859,0.7934349354473508,0.7039774566282904
output/traj15_set9_rep2_counts.csv:550,8640,895,27,40,36,35,1267,484,0.5279059821819094,0.9982346023997553,0.7684851455840227,0.6882980012929883
output/traj15_set9_rep2_counts.csv:733,8640,850,25,37,36,40,1242,537,0.4860951598702978,0.9983449397497705,0.7151296995573373,0.6809577991340381
output/traj15_set9_rep2_counts.csv:916,8640,816,35,49,35,34,1227,503,0.5088818832943258,0.9979035903497093,0.7654697509316369,0.6661349205412428
output/traj15_set9_rep2_counts.csv:1099,8640,869,40,36,36,35,1258,499,0.5099836072085416,0.998234602399755,0.7865895719309203,0.6495737836614649
output/traj15_set9_rep2_counts.csv:1283,8640,808,33,33,39,33,1252,519,0.466323599903481,0.9986759517998166,0.7234811536456577,0.6453294406322697
output/traj15_set9_rep2_counts.csv:1466,8640,802,29,34,32,31,1225,528,0.4991248304024446,0.9985656144498013,0.7825902072777482,0.6387130577293672
output/traj15_set9_rep2_counts.csv:1649,8640,842,33,32,44,28,1306,462,0.47775166972476074,0.998234602399755,0.7428206874967174,0.6441702725822427
output/traj15_set9_rep2_counts.csv:1832,8640,864,40,33,25,38,1240,456,0.5112530820205189,0.9983449397497705,0.8085055129606334,0.6336190296663796
output/traj15_set9_rep3_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set9_rep3_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set9_rep3_counts.csv:183,8640,841,25,40,28,23,1283,529,0.5167885260214348,0.9984552770997859,0.718758606243922,0.7201046084102213
output/traj15_set9_rep3_counts.csv:366,8640,797,27,31,37,32,1240,525,0.5297942931776339,0.9980139276997247,0.7552776311041783,0.7029528137060316
output/traj15_set9_rep3_counts.csv:550,8640,885,53,37,28,33,1226,543,0.5065979241212284,0.9974622409496482,0.737576220276874,0.6886083750830967
output/traj15_set9_rep3_counts.csv:733,8640,874,25,36,37,39,1298,517,0.4731486485945895,0.997793252999694,0.691635997254829,0.6858312494507106
output/traj15_set9_rep3_counts.csv:916,8640,857,35,29,41,35,1219,560,0.5382827488459255,0.9980139276997245,0.8006909651699924,0.673495895161852
output/traj15_set9_rep3_counts.csv:1099,8640,814,31,27,31,20,1209,485,0.4636102436770597,0.9974622409496482,0.6996318966196122,0.6644356417635425
output/traj15_set9_rep3_counts.csv:1283,8640,789,34,33,32,30,1237,522,0.5131875823352667,0.9979035903497091,0.7750055188031145,0.663753321074125
output/traj15_set9_rep3_counts.csv:1466,8640,897,32,35,36,34,1270,511,0.45741305789307773,0.9988966264998468,0.7030606411890149,0.6514248772879975
output/traj15_set9_rep3_counts.csv:1649,8640,883,38,33,38,30,1271,515,0.4401340721437342,0.997793252999694,0.688412525886274,0.640890217928658
output/traj15_set9_rep3_counts.csv:1832,8640,862,31,32,32,41,1216,495,0.5021804959621433,0.9981242650497402,0.7854601452770258,0.6405259307110478
output/traj15_set9_rep4_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj15_set9_rep4_counts.csv:0,67,0,0,0,0,0,0,0,0.7397522564937997,1.0,1.0,0.7397522564937997
output/traj15_set9_rep4_counts.csv:183,8640,820,24,25,34,36,1290,526,0.5280875315312865,0.9982346023997553,0.7315459082432082,0.7231834403053756
output/traj15_set9_rep4_counts.csv:366,8640,902,27,32,34,44,1243,502,0.5114341125524922,0.9992276385498927,0.7259662099304987,0.7050259252396569
output/traj15_set9_rep4_counts.csv:550,8640,838,29,32,39,31,1209,511,0.5310740239025983,0.9976829156496788,0.7711709554107367,0.6902812002538357
