output/traj10_set0_rep0_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj27_set10_rep6_counts.csv:763,6695,670,30,23,11,11,279,16,0.5527249292018884,0.9971279255217117,0.783367810521115,0.7075957730803942
output/traj27_set10_rep6_counts.csv:1017,6695,695,33,32,12,7,282,29,0.5278978551547437,0.9964896867487584,0.7602394733408404,0.6968188053385056
output/traj27_set10_rep6_counts.csv:1272,6695,701,40,33,13,14,311,27,0.5236538594742405,0.9970215523928858,0.7564745434466632,0.6942376038238038
output/traj27_set10_rep6_counts.csv:1526,6695,688,16,39,7,10,275,27,0.5366205526774638,0.9961705673622819,0.781440672894829,0.6893505294396179
output/traj27_set10_rep6_counts.csv:1780,6695,701,38,32,10,10,305,24,0.520377175331018,0.9955323285893288,0.7681217878142376,0.6805105870883934
output/traj27_set10_rep6_counts.csv:2035,6695,628,23,30,6,8,294,23,0.514703150496905,0.9979789105523157,0.7632855746458179,0.6756963275104498
output/traj27_set10_rep6_counts.csv:2289,6695,694,32,33,16,15,295,29,0.5104403028999324,0.9960641942334563,0.7655810587710393,0.669395840674412
output/traj27_set10_rep6_counts.csv:2544,6695,649,24,33,5,13,291,24,0.46433448624315854,0.9975534180370137,0.7060697005852833,0.6592422295558561
output/traj27_set10_rep7_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj27_set10_rep7_counts.csv:0,714,0,0,0,0,0,0,0,0.723479242123236,1.0,1.0,0.723479242123236
output/traj27_set10_rep7_counts.csv:254,6695,687,24,32,12,7,285,31,0.5425339831271304,0.9964896867487585,0.7623332374623263,0.7141906576811203
output/traj27_set10_rep7_counts.csv:509,6695,625,30,31,12,5,232,34,0.5467457451069824,0.9978725374234901,0.7743957660211194,0.7075268303517497
output/traj27_set10_rep7_counts.csv:763,6695,662,20,26,11,8,312,26,0.5266835902259384,0.9948940898163761,0.7581759173427073,0.6981146931256909
output/traj27_set10_rep7_counts.csv:1017,6695,690,34,25,19,12,252,23,0.5478191103850572,0.9973406717793624,0.7928404405163377,0.6928047223141174
output/traj27_set10_rep7_counts.csv:1272,6695,695,28,17,11,13,281,16,0.5198943085372772,0.9967024330064094,0.7681909789639274,0.6790145450099301
output/traj27_set10_rep7_counts.csv:1526,6695,683,23,30,7,13,259,20,0.5015606081080529,0.9970215523928861,0.746566673083872,0.673834306918415
output/traj27_set10_rep7_counts.csv:1780,6695,678,31,47,17,15,307,28,0.5166304820823867,0.9967024330064094,0.7763674507302138,0.6676604160195352
output/traj27_set10_rep7_counts.csv:2035,6695,718,31,31,7,11,284,19,0.48162649933862806,0.9978725374234901,0.7300106719768431,0.6611638897018814
output/traj27_set10_rep7_counts.csv:2289,6695,667,20,22,15,7,281,28,0.5102287888805764,0.9968088061352351,0.7765147317089979,0.6592201630931687
output/traj27_set10_rep7_counts.csv:2544,6695,644,22,34,6,10,285,21,0.5008868477992013,0.9968088061352351,0.7742551254226047,0.6491094117992351
output/traj27_set10_rep8_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj27_set10_rep8_counts.csv:0,714,0,0,0,0,0,0,0,0.723479242123236,1.0,1.0,0.723479242123236
output/traj27_set10_rep8_counts.csv:254,6695,685,23,23,19,12,278,16,0.5401953116237161,0.9964896867487584,0.7585723529528515,0.7146622896390857
output/traj27_set10_rep8_counts.csv:509,6695,668,24,33,12,8,303,24,0.5238187345116956,0.9951068360740272,0.7527724877315176,0.699274310441677
output/traj27_set10_rep8_counts.csv:763,6695,660,27,39,7,10,307,25,0.5649957862127764,0.9969151792640601,0.8203254173702694,0.6908893514696116
output/traj27_set10_rep8_counts.csv:1017,6695,621,26,31,9,7,285,27,0.5217006040131136,0.9967024330064095,0.7640529176310347,0.6850788169550184
output/traj27_set10_rep8_counts.csv:1272,6695,722,27,28,11,9,308,27,0.4842516880303246,0.9960641942334564,0.7212299607200335,0.6740804298619424
output/traj27_set10_rep8_counts.csv:1526,6695,672,16,33,6,11,299,31,0.4912540830709765,0.9960641942334564,0.7352275651487394,0.6708507325550772
output/traj27_set10_rep8_counts.csv:1780,6695,687,25,23,6,14,297,26,0.4960025777292989,0.9964896867487585,0.751564357877848,0.6622869491867223
output/traj27_set10_rep8_counts.csv:2035,6695,636,36,28,12,11,277,24,0.502696149409231,0.9968088061352346,0.7661523339654139,0.658253724627083
output/traj27_set10_rep8_counts.csv:2289,6695,689,35,23,12,11,279,29,0.4915760160429057,0.9959578211046308,0.7581310737110317,0.6510504882963816
output/traj27_set10_rep8_counts.csv:2544,6695,697,33,42,15,13,267,18,0.4703363762139404,0.9975534180370135,0.7340693536428674,0.6423202118554623
output/traj27_set10_rep9_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj27_set10_rep9_counts.csv:0,714,0,0,0,0,0,0,0,0.723479242123236,1.0,1.0,0.723479242123236
output/traj27_set10_rep9_counts.csv:254,6695,659,30,29,16,13,267,32,0.5374026871750166,0.9958514479758054,0.7533758146376379,0.7163281780890359
output/traj27_set10_rep9_counts.csv:509,6695,637,24,31,10,8,262,35,0.5582519100256441,0.9965654422975383,0.7903472431751675,0.7087759165702945
output/traj27_set10_rep9_counts.csv:763,6695,677,23,20,10,10,265,26,0.536314188689581,0.9971279255217115,0.763633800143008,0.7043443452191733
output/traj27_set10_rep9_counts.csv:1017,6695,642,26,23,9,7,289,20,0.5321714011131624,0.997021552392886,0.7625226028415691,0.7000155711270164
output/traj27_set10_rep9_counts.csv:1272,6695,671,34,30,13,15,282,29,0.5296889289331358,0.9974470449081879,0.7596611002420126,0.6990557570347957
output/traj27_set10_rep9_counts.csv:1526,6695,666,22,28,12,4,295,21,0.5016411886101699,0.9967024330064096,0.7297669968503434,0.6896922213517664
output/traj27_set10_rep9_counts.csv:1780,6695,654,28,31,7,8,295,23,0.5061969791834381,0.9963833136199333,0.7470868673148561,0.6800702434389311
output/traj27_set10_rep9_counts.csv:2035,6695,684,26,29,14,9,241,24,0.5314126703900962,0.9968088061352351,0.7929663904457148,0.6723081854398668
output/traj27_set10_rep9_counts.csv:2289,6695,713,22,28,5,9,276,28,0.4979124695352777,0.9959578211046312,0.7462457499733057,0.6699578910770292
output/traj27_set10_rep9_counts.csv:2544,6695,681,38,29,19,8,291,20,0.49939068114847823,0.9967024330064097,0.7553795422635396,0.6632781516598129
output/traj27_set11_rep0_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj27_set11_rep0_counts.csv:0,714,0,0,0,0,0,0,0,0.7965081457281884,1.0,1.0,0.7965081457281884
output/traj27_set11_rep0_counts.csv:254,6695,736,37,27,11,11,283,28,0.5891605073731938,0.996596059877584,0.7494519878250687,0.7888610470281856
output/traj27_set11_rep0_counts.csv:509,6695,676,28,32,14,8,289,25,0.56911348788345,0.9962769404911075,0.7314923384095885,0.7809244317706614
output/traj27_set11_rep0_counts.csv:763,6695,626,26,25,13,7,313,17,0.6156334083812214,0.9976597911658388,0.7947529518759734,0.7765588190491275
output/traj27_set11_rep0_counts.csv:1017,6695,707,30,38,8,13,267,32,0.6031981070535736,0.9975534180370133,0.7849103724771463,0.7704113667276086
output/traj27_set11_rep0_counts.csv:1272,6695,664,28,35,14,10,281,27,0.563660045314454,0.9969151792640607,0.7351659113043311,0.7689675364214084
output/traj27_set11_rep0_counts.csv:1526,6695,672,30,32,7,4,277,22,0.582092405236593,0.9976597911658391,0.7585655371661102,0.7692494529898184
output/traj27_set11_rep0_counts.csv:1780,6695,677,29,38,10,12,284,25,0.5805493380757002,0.9977661642946644,0.7654476138474834,0.7601366159328447
output/traj27_set11_rep0_counts.csv:2035,6695,674,23,26,12,9,284,28,0.550068076926175,0.9968088061352351,0.7290752731703186,0.7569141452273263
output/traj27_set11_rep0_counts.csv:2289,6695,648,19,42,14,12,281,28,0.5798490891014343,0.9967024330064096,0.7658449152912102,0.7596478912804246
output/traj27_set11_rep0_counts.csv:2544,6695,647,27,24,8,8,281,18,0.556549521788727,0.9965960598775838,0.7450318782668435,0.7495510942335321
output/traj27_set11_rep1_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj27_set11_rep1_counts.csv:0,714,0,0,0,0,0,0,0,0.7965081457281884,1.0,1.0,0.7965081457281884
output/traj27_set11_rep1_counts.csv:254,6695,701,33,40,11,19,299,31,0.5987126900550293,0.997234298650537,0.75968212215236,0.7903001406350423
output/traj27_set11_rep1_counts.csv:509,6695,675,19,26,18,4,282,29,0.5934386415371637,0.996702433006409,0.7596095338711915,0.7837799939511467
output/traj27_set11_rep1_counts.csv:763,6695,695,33,28,9,10,290,27,0.584595182285424,0.9953195823316775,0.753469530762915,0.7795316852881599
output/traj27_set11_rep1_counts.csv:1017,6695,683,31,33,5,10,289,26,0.5517512163914107,0.9975534180370131,0.71071135430072,0.778254722384759
output/traj27_set11_rep1_counts.csv:1272,6695,711,44,31,8,16,297,26,0.5987796264379864,0.9967024330064094,0.7821088191329646,0.7681438296852919
output/traj27_set11_rep1_counts.csv:1526,6695,668,30,34,10,5,264,22,0.5897124973887259,0.9963833136199332,0.7704192997713458,0.7682439243028742
output/traj27_set11_rep1_counts.csv:1780,6695,671,33,33,11,12,282,23,0.592759844491543,0.9964896867487587,0.77753971780326,0.7650465526326109
output/traj27_set11_rep1_counts.csv:2035,6695,624,28,30,14,11,296,30,0.6426656086368249,0.9972036810704911,0.8535710892909152,0.7550764865758067
output/traj27_set11_rep1_counts.csv:2289,6695,681,28,24,10,12,291,25,0.565416839145529,0.998298029938792,0.7532748733960447,0.7518934339693888
output/traj27_set11_rep1_counts.csv:2544,6695,753,36,34,14,15,271,27,0.5625593779211905,0.9955323285893292,0.7575986173996943,0.7459840213417931
output/traj27_set11_rep2_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj27_set11_rep2_counts.csv:0,714,0,0,0,0,0,0,0,0.7965081457281884,1.0,1.0,0.7965081457281884
output/traj27_set11_rep2_counts.csv:254,6695,678,25,38,9,16,287,20,0.5934843013220753,0.9961705673622819,0.7551533170053628,0.7889680721105524
output/traj27_set11_rep2_counts.csv:509,6695,670,30,32,14,8,270,22,0.6144082570674686,0.9957450748469795,0.7913522304618628,0.7797242190841717
output/traj27_set11_rep2_counts.csv:763,6695,685,38,30,12,13,322,28,0.5632042701422881,0.9961705673622824,0.7343071613285208,0.7700571608670305
output/traj27_set11_rep2_counts.csv:1017,6695,719,23,23,12,13,291,21,0.5928634308729805,0.9968088061352348,0.7765585806531976,0.7658931460234765
output/traj27_set11_rep2_counts.csv:1272,6695,642,31,32,12,5,287,20,0.558842128632521,0.9970215523928856,0.7386970409805397,0.7588050824558309
output/traj27_set11_rep2_counts.csv:1526,6695,675,24,35,12,10,301,38,0.5628592802604727,0.9967024330064096,0.7514224550357179,0.7515789414323858
output/traj27_set11_rep2_counts.csv:1780,6695,665,39,30,4,5,288,15,0.5904324681600668,0.9973406717793623,0.7925126591986293,0.7469913554356274
output/traj27_set11_rep2_counts.csv:2035,6695,653,33,24,20,13,309,19,0.5656304779082404,0.9959578211046312,0.7608645935752443,0.7465565350853172
output/traj27_set11_rep2_counts.csv:2289,6695,650,23,31,14,14,294,31,0.5963371447755021,0.9980852836811407,0.8049123543917022,0.742303708607045
output/traj27_set11_rep2_counts.csv:2544,6695,683,30,38,7,10,262,29,0.528370927150408,0.9972342986505368,0.7162689808389442,0.7397267819127369
output/traj27_set11_rep3_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj27_set11_rep3_counts.csv:0,714,0,0,0,0,0,0,0,0.7965081457281884,1.0,1.0,0.7965081457281884
output/traj27_set11_rep3_counts.csv:254,6695,707,40,32,10,18,303,21,0.6026472950250521,0.9960641942334564,0.7686791795912702,0.7871565545779847
output/traj27_set11_rep3_counts.csv:509,6695,670,42,37,10,14,262,22,0.6026274579121411,0.9970215523928859,0.7738548419030182,0.7810523812372459
output/traj27_set11_rep3_counts.csv:763,6695,656,17,31,10,11,292,33,0.571482085171216,0.9981916568099662,0.7359233728214243,0.7779455880366788
output/traj27_set11_rep3_counts.csv:1017,6695,646,26,29,11,13,285,16,0.6069879356847204,0.9957450748469802,0.7927801753035388,0.7689260848820283
output/traj27_set11_rep3_counts.csv:1272,6695,684,35,40,12,7,292,25,0.5772105369117058,0.9961705673622819,0.75740533375494,0.7649224915019334
output/traj27_set11_rep3_counts.csv:1526,6695,672,40,24,11,14,295,30,0.584129564073282,0.9974470449081879,0.7732220156070099,0.7573890040269068
output/traj27_set11_rep3_counts.csv:1780,6695,668,32,24,9,9,275,26,0.572657419848919,0.9955323285893288,0.7611721692631085,0.7556580026170987
output/traj27_set11_rep3_counts.csv:2035,6695,712,28,22,10,11,264,20,0.5642261881407001,0.9977661642946647,0.7475891609544372,0.7564146645756257
output/traj27_set11_rep3_counts.csv:2289,6695,637,27,30,14,11,277,21,0.560207268692672,0.9973406717793623,0.7489607675250254,0.7499603454287422
output/traj27_set11_rep3_counts.csv:2544,6695,622,25,28,9,7,289,22,0.5512205443351449,0.9968088061352351,0.7380570411717933,0.7492473277624581
output/traj27_set11_rep4_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj27_set11_rep4_counts.csv:0,714,0,0,0,0,0,0,0,0.7965081457281884,1.0,1.0,0.7965081457281884
output/traj27_set11_rep4_counts.csv:254,6695,700,36,28,11,15,240,29,0.5986579727872835,0.9969151792640604,0.7620646028545212,0.7880147153030599
output/traj27_set11_rep4_counts.csv:509,6695,693,34,32,10,11,268,25,0.6201178520483627,0.9967024330064094,0.7921175367862037,0.7854818357957365
output/traj27_set11_rep4_counts.csv:763,6695,705,32,35,3,9,288,18,0.6098997271931139,0.9959578211046308,0.7891214229015078,0.7760196277884253
output/traj27_set11_rep4_counts.csv:1017,6695,672,29,39,12,8,298,15,0.5964494989160017,0.9964896867487585,0.782066787836548,0.7654101068371286
output/traj27_set11_rep4_counts.csv:1272,6695,681,28,42,5,6,258,24,0.5972000824235209,0.9968088061352348,0.786943543298464,0.7613094918343505
output/traj27_set11_rep4_counts.csv:1526,6695,626,28,22,13,16,276,25,0.5628673405312528,0.9970215523928859,0.7478221385694576,0.7549314642077478
output/traj27_set11_rep4_counts.csv:1780,6695,623,24,23,6,10,271,22,0.5738264547527635,0.9972342986505373,0.7687678205170081,0.7485199866684685
output/traj27_set11_rep4_counts.csv:2035,6695,717,38,25,6,8,290,28,0.5654146120391517,0.996808806135235,0.7598926993986727,0.7464804412765375
output/traj27_set11_rep4_counts.csv:2289,6695,691,34,27,13,7,289,29,0.5411955709613742,0.9959578211046308,0.7326023223638125,0.741824970943556
output/traj27_set11_rep4_counts.csv:2544,6695,706,35,27,12,12,281,22,0.5452101645517641,0.9959578211046314,0.737017340045366,0.7427728883836255
output/traj27_set11_rep5_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj27_set11_rep5_counts.csv:0,714,0,0,0,0,0,0,0,0.7965081457281884,1.0,1.0,0.7965081457281884
output/traj27_set11_rep5_counts.csv:254,6695,643,24,32,12,11,298,37,0.6152862612922981,0.996671815426363,0.7832691214880444,0.7881257420510569
output/traj27_set11_rep5_counts.csv:509,6695,712,29,33,6,10,282,29,0.5808329184002026,0.9968088061352351,0.7467022666247324,0.7803661361853519
output/traj27_set11_rep5_counts.csv:763,6695,686,28,27,14,15,282,18,0.5958343988811792,0.9978725374234899,0.7731951853674119,0.7722739222165282
output/traj27_set11_rep5_counts.csv:1017,6695,662,38,38,14,12,291,22,0.5936494425200084,0.9964896867487585,0.7740375342546704,0.769643851414479
output/traj27_set11_rep5_counts.csv:1272,6695,692,32,29,8,11,288,23,0.6067888242835645,0.996170567362282,0.7937078815460287,0.7674404281156334
output/traj27_set11_rep5_counts.csv:1526,6695,697,39,26,15,15,267,22,0.5771092635011954,0.996352696039887,0.7577134444604909,0.7644576226000792
output/traj27_set11_rep5_counts.csv:1780,6695,629,34,16,14,10,279,30,0.5657868701468963,0.9973406717793628,0.7455471045445278,0.7609859840881312
output/traj27_set11_rep5_counts.csv:2035,6695,703,34,28,11,14,268,26,0.5790996742925566,0.9969151792640603,0.7672611411697025,0.7570279168663533
output/traj27_set11_rep5_counts.csv:2289,6695,648,32,25,12,10,289,39,0.5604075570389002,0.9968088061352348,0.7516234048971375,0.7480411410535154
output/traj27_set11_rep5_counts.csv:2544,6695,667,31,20,15,8,266,26,0.5820654564227452,0.9965960598775844,0.7857705060329961,0.7432749379237066
output/traj27_set11_rep6_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj27_set11_rep6_counts.csv:0,714,0,0,0,0,0,0,0,0.7965081457281884,1.0,1.0,0.7965081457281884
output/traj27_set11_rep6_counts.csv:254,6695,661,18,27,20,10,276,25,0.5910195474629039,0.9970973079416652,0.7505397377944379,0.789757159019233
output/traj27_set11_rep6_counts.csv:509,6695,702,35,27,11,13,279,24,0.5967229250972934,0.9971279255217113,0.762597468224123,0.78474152970768
output/traj27_set11_rep6_counts.csv:763,6695,701,31,31,10,14,300,23,0.5903523959849536,0.9969151792640607,0.7608440498225688,0.7783476882075469
output/traj27_set11_rep6_counts.csv:1017,6695,710,36,23,7,8,309,29,0.5921521869726323,0.9961705673622815,0.7651006090289688,0.7769412552354662
output/traj27_set11_rep6_counts.csv:1272,6695,686,28,27,11,14,257,16,0.5568190676920818,0.9956387017181544,0.728326738420011,0.7678596729877297
output/traj27_set11_rep6_counts.csv:1526,6695,689,24,33,14,21,285,35,0.5524039170026674,0.9969151792640604,0.7242975599395408,0.7650630120118093
output/traj27_set11_rep6_counts.csv:1780,6695,654,35,33,11,11,297,41,0.5744231534541421,0.9978419198434436,0.7565590941568968,0.7609093087269319
output/traj27_set11_rep6_counts.csv:2035,6695,638,26,32,9,13,292,30,0.5555737491565315,0.9971279255217117,0.7337422542888175,0.7593927634526273
output/traj27_set11_rep6_counts.csv:2289,6695,678,39,30,14,13,272,19,0.5542836949580352,0.9982980299387918,0.7383831030399471,0.7519520713559265
output/traj27_set11_rep6_counts.csv:2544,6695,678,24,31,8,9,276,27,0.5772714989479616,0.9959578211046312,0.7711254835363687,0.7516706263291925
output/traj27_set11_rep7_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj27_set11_rep7_counts.csv:0,714,0,0,0,0,0,0,0,0.7965081457281884,1.0,1.0,0.7965081457281884
output/traj27_set11_rep7_counts.csv:254,6695,685,31,32,14,13,294,33,0.5826627799906615,0.9959578211046308,0.7401774880862421,0.7903498194472826
output/traj27_set11_rep7_counts.csv:509,6695,682,19,26,10,15,270,25,0.6083446013620437,0.9954259554605034,0.7794091668549582,0.7841978079810825
output/traj27_set11_rep7_counts.csv:763,6695,675,39,35,9,7,268,32,0.5906638521805575,0.9964896867487585,0.7675555804644405,0.7722566270699208
output/traj27_set11_rep7_counts.csv:1017,6695,688,28,25,10,12,287,31,0.5611639002602022,0.9967024330064096,0.7347440832898897,0.7661053400188419
output/traj27_set11_rep7_counts.csv:1272,6695,667,29,41,9,18,286,24,0.5914774905382749,0.9959272035245842,0.7781402773923792,0.763248592930174
output/traj27_set11_rep7_counts.csv:1526,6695,751,29,31,9,10,288,22,0.5720971990662932,0.9964896867487585,0.7534549241377521,0.7620096228722338
output/traj27_set11_rep7_counts.csv:1780,6695,636,31,29,8,15,289,28,0.5711060435208402,0.9959578211046312,0.7596324478488203,0.7549198954190374
output/traj27_set11_rep7_counts.csv:2035,6695,669,31,27,11,7,314,26,0.5551357859947805,0.9969909348128398,0.7434967904913248,0.7489255448389321
output/traj27_set11_rep7_counts.csv:2289,6695,633,29,42,13,9,285,26,0.5608178604856162,0.9980852836811408,0.7562794244661121,0.742973412106996
output/traj27_set11_rep7_counts.csv:2544,6695,689,32,30,14,13,314,12,0.576539257839391,0.9958208303957599,0.7827041178979048,0.7396990916799627
output/traj27_set11_rep8_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj27_set11_rep8_counts.csv:0,714,0,0,0,0,0,0,0,0.7965081457281884,1.0,1.0,0.7965081457281884
output/traj27_set11_rep8_counts.csv:254,6695,682,26,45,10,11,321,33,0.5854549902841035,0.9968845616840143,0.743387891841999,0.790030477710952
output/traj27_set11_rep8_counts.csv:509,6695,653,36,35,17,5,279,25,0.609223519028601,0.9968088061352351,0.7779790763926955,0.7856053540827216
output/traj27_set11_rep8_counts.csv:763,6695,673,23,29,14,7,293,16,0.5968264854627965,0.9977661642946647,0.7667647918840006,0.7800778301560019
output/traj27_set11_rep8_counts.csv:1017,6695,699,25,29,4,14,306,20,0.5883612274881657,0.9958514479758049,0.7638254756866183,0.773512832830428
output/traj27_set11_rep8_counts.csv:1272,6695,740,26,30,14,17,271,34,0.5515760787067939,0.9947877166875508,0.7266413562097516,0.7631015888659385
output/traj27_set11_rep8_counts.csv:1526,6695,694,35,23,10,9,297,30,0.5478770095678842,0.996170567362282,0.7226248161823459,0.7610616141240789
output/traj27_set11_rep8_counts.csv:1780,6695,696,32,32,9,7,292,30,0.5813719645880705,0.9965960598775838,0.7729165373899813,0.7548846225578759
output/traj27_set11_rep8_counts.csv:2035,6695,741,23,28,13,12,287,21,0.5952424249366565,0.9976597911658388,0.7971339386287092,0.7484462347118621
output/traj27_set11_rep8_counts.csv:2289,6695,695,38,33,8,9,284,28,0.568391725656449,0.9972342986505367,0.7616361865433832,0.7483453737149861
output/traj27_set11_rep8_counts.csv:2544,6695,667,22,36,7,12,300,25,0.5705993582149348,0.9955017110092829,0.7691636026545823,0.7452253027348389
output/traj27_set11_rep9_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj27_set11_rep9_counts.csv:0,714,0,0,0,0,0,0,0,0.7965081457281884,1.0,1.0,0.7965081457281884
output/traj27_set11_rep9_counts.csv:254,6695,640,33,37,6,8,279,24,0.5936389557363086,0.996596059877584,0.7543886992245026,0.789617516097987
output/traj27_set11_rep9_counts.csv:509,6695,609,34,23,10,6,248,15,0.6031427515425314,0.9967024330064094,0.7714523292259803,0.7844124429840775
output/traj27_set11_rep9_counts.csv:763,6695,700,31,26,11,13,286,23,0.5681722769443854,0.9962769404911077,0.7289090545570579,0.7824243534074804
output/traj27_set11_rep9_counts.csv:1017,6695,709,26,31,8,16,265,27,0.5877725948070514,0.9971279255217111,0.7627019083663281,0.7728691688521053
output/traj27_set11_rep9_counts.csv:1272,6695,677,27,23,9,19,285,24,0.5710134294386037,0.9964590691687125,0.7450877764094956,0.7691533513789494
output/traj27_set11_rep9_counts.csv:1526,6695,698,37,30,17,9,286,18,0.5898792823722336,0.9962769404911075,0.7693162243788746,0.7696237510228308
output/traj27_set11_rep9_counts.csv:1780,6695,709,26,31,10,13,243,28,0.5668071729413541,0.9969151792640607,0.7426651025496487,0.7654270767476271
output/traj27_set11_rep9_counts.csv:2035,6695,683,22,26,11,11,298,28,0.5858377172703795,0.9961705673622825,0.7651426323839774,0.7686134309552114
output/traj27_set11_rep9_counts.csv:2289,6695,664,31,25,10,4,305,23,0.5883249586797148,0.9964896867487585,0.7706169019383557,0.7661173461767484
output/traj27_set11_rep9_counts.csv:2544,6695,717,35,24,9,11,281,17,0.5504474819786551,0.9961705673622819,0.7244051702157028,0.7627119532315578
output/traj27_set12_rep0_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj27_set12_rep0_counts.csv:0,914,0,0,0,0,0,0,0,0.7965081457281995,1.0,1.0,0.7965081457281995
output/traj27_set12_rep0_counts.csv:254,6695,679,35,34,12,7,258,25,0.5939905170585408,0.9969151792640607,0.7544943915292298,0.7896371018731393
output/traj27_set12_rep0_counts.csv:509,6695,716,32,27,16,7,275,26,0.615331859204291,0.9984044030676176,0.7867975264845584,0.7834037037337602
output/traj27_set12_rep0_counts.csv:763,6695,707,25,32,12,9,303,23,0.5545395333090178,0.9962769404911072,0.7181890848593453,0.7750419096839085
output/traj27_set12_rep0_counts.csv:1017,6695,691,49,38,9,14,278,23,0.5732798952031161,0.9975228004569673,0.7463384686819595,0.7700461593003333
output/traj27_set12_rep0_counts.csv:1272,6695,672,29,19,12,13,283,29,0.603703178907878,0.9964896867487587,0.7892999173143703,0.7675484555172093
output/traj27_set12_rep0_counts.csv:1526,6695,676,29,33,9,13,282,27,0.5474822182246493,0.9962769404911075,0.7174496995341584,0.765946649025631
output/traj27_set12_rep0_counts.csv:1780,6695,666,28,15,7,10,274,26,0.5781126520986055,0.9971279255217117,0.7609009092032126,0.761925793378312
output/traj27_set12_rep0_counts.csv:2035,6695,696,24,21,8,8,278,22,0.5846798712592155,0.9960641942334564,0.78335636939047,0.7493451667225082
output/traj27_set12_rep0_counts.csv:2289,6695,677,35,35,8,12,257,18,0.5407506747551122,0.9962769404911069,0.7332019769404624,0.7402684287830392
output/traj27_set12_rep0_counts.csv:2544,6695,723,34,26,6,13,247,19,0.5604475783729218,0.9965654422975377,0.7501751315515232,0.7496650477247259
output/traj27_set12_rep1_counts.csv:generation,active_cell_count,latent_cell_count,active_turned_latent,latent_turned_active,latent_died,latent_proliferated,number_mutations,number_dual_inf,mean_fitness_active,mean_conserved_active,mean_immune_active,mean_replicative_active
output/traj27_set12_rep1_counts.csv:0,914,0,0,0,0,0,0,0,0.7965081457281995,1.0,1.0,0.7965081457281995
output/traj27_set12_rep1_counts.csv:254,6695,676,36,34,10,8,316,31,0.5997479555242117,0.9971279255217113,0.7624477374591132,0.7888971820355164
output/traj27_set12_rep1_counts.csv:509,6695,685,29,36,9,10,284,29,0.5921028700289548,0.9963833136199327,0.7592504115112817,0.7826936571634077
output/traj27_set12_rep1_counts.csv:763,6695,684,24,16,6,7,283,22,0.5846595301739609,0.9965960598775835,0.7580471422677717,0.7739667684805529
